,TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON,SEED,YEAR
875,Air Force,MWC,30,12,98.1,105.4,0.306,48.0,51.8,18.8,19.4,24.3,28.1,39.6,37.2,47.0,51.3,33.4,34.9,67.9,-10.9,0,0.0,2016
876,Boise St.,MWC,30,18,108.2,99.7,0.7190000000000001,51.7,52.0,16.4,20.2,27.2,25.5,40.9,36.8,53.7,50.9,32.6,36.0,70.3,-3.6,0,0.0,2016
877,Colorado St.,MWC,32,16,111.3,109.1,0.5567,49.9,52.1,16.3,14.1,33.0,25.1,42.3,35.1,46.5,51.4,36.2,35.4,68.9,-8.5,0,0.0,2016
878,Nevada,MWC,36,22,100.8,97.7,0.5864,45.5,46.1,17.6,17.3,30.7,30.3,43.2,39.6,46.3,44.9,29.1,32.3,72.2,-5.1,0,0.0,2016
879,New Mexico,MWC,32,17,108.2,101.3,0.6809,52.0,48.5,21.0,17.0,30.5,28.6,43.9,37.1,51.0,48.4,36.3,32.5,71.8,-6.8,0,0.0,2016
880,San Diego St.,MWC,36,26,104.0,90.3,0.8366,47.2,42.5,18.4,18.0,33.9,27.2,42.5,31.3,46.3,41.6,32.6,29.4,65.9,0.1,0,0.0,2016
881,San Jose St.,MWC,28,6,96.3,102.4,0.32899999999999996,46.8,49.6,19.2,17.2,27.1,29.7,38.5,47.5,48.2,47.9,29.8,35.4,70.6,-15.4,0,0.0,2016
882,UNLV,MWC,31,16,103.2,98.0,0.644,49.7,47.1,18.9,19.5,28.3,30.6,40.9,40.1,50.1,46.1,32.8,32.7,73.6,-6.3,0,0.0,2016
883,Utah St.,MWC,29,14,110.3,106.1,0.6086,52.2,51.1,17.5,16.5,29.2,28.7,33.6,33.2,49.2,50.1,37.9,35.2,67.7,-7.4,0,0.0,2016
884,Wyoming,MWC,30,12,108.3,108.0,0.5092,53.4,50.1,17.0,15.8,18.1,30.4,45.9,39.1,50.8,48.4,37.2,35.4,65.6,-10.6,0,0.0,2016
922,Bryant,NEC,30,7,93.3,113.1,0.098,47.3,51.5,19.9,16.0,26.2,33.5,26.9,31.6,46.9,53.1,32.0,32.7,68.2,-17.7,0,0.0,2016
923,Central Connecticut,NEC,29,4,92.5,118.0,0.057,44.8,53.4,19.9,14.8,29.9,30.2,31.1,30.6,42.3,53.2,34.2,35.9,68.4,-21.9,0,0.0,2016
924,LIU Brooklyn,NEC,31,16,100.2,111.3,0.23,47.9,50.9,18.4,19.7,32.2,31.1,41.4,38.0,49.5,48.8,29.7,37.0,73.0,-12.5,0,0.0,2016
925,Mount St. Mary's,NEC,33,14,92.1,100.9,0.2579,45.8,50.2,17.2,24.6,25.3,33.7,30.6,40.4,44.8,50.1,31.7,33.7,69.8,-13.9,0,0.0,2016
926,Robert Morris,NEC,32,10,90.4,104.9,0.1545,46.6,49.4,20.4,22.0,26.1,34.7,35.5,32.9,49.6,48.9,27.6,33.5,69.1,-17.3,0,0.0,2016
927,Sacred Heart,NEC,30,12,98.0,112.1,0.1772,48.4,51.1,20.2,18.0,33.4,32.4,38.7,39.4,49.2,49.6,31.1,35.9,72.2,-13.8,0,0.0,2016
928,St. Francis NY,NEC,31,14,92.3,104.9,0.1859,45.9,46.6,20.4,18.6,32.2,30.2,36.1,34.9,46.2,45.6,30.3,33.1,66.4,-13.7,0,0.0,2016
929,St. Francis PA,NEC,29,12,99.6,113.2,0.1867,48.3,50.8,18.5,16.4,31.5,30.8,38.5,29.9,45.3,52.3,35.8,32.1,67.0,-13.5,0,0.0,2016
930,Wagner,NEC,33,22,99.6,101.4,0.449,47.6,46.8,19.6,20.7,36.9,27.5,32.6,44.3,46.4,45.6,33.6,32.7,66.7,-7.0,0,0.0,2016
969,Belmont,OVC,31,19,113.4,109.2,0.6073,58.6,50.8,19.3,16.5,26.4,30.9,34.5,37.1,62.6,49.5,36.4,35.4,72.7,-4.9,0,0.0,2016
970,Eastern Illinois,OVC,28,11,99.3,108.5,0.2665,49.9,51.4,18.0,19.5,26.8,34.7,34.4,40.5,48.8,52.0,34.4,33.5,67.8,-12.3,0,0.0,2016
971,Eastern Kentucky,OVC,30,14,105.7,109.2,0.4067,56.0,53.1,20.3,20.3,27.0,34.2,40.3,42.3,54.2,51.3,39.5,37.6,73.2,-10.5,0,0.0,2016
972,Jacksonville St.,OVC,29,7,96.9,108.7,0.2098,46.6,52.0,16.3,18.6,27.0,34.1,30.9,42.6,43.2,53.0,34.5,33.3,66.0,-18.0,0,0.0,2016
973,Morehead St.,OVC,35,21,105.0,103.2,0.5514,48.0,50.6,18.6,21.4,38.6,29.0,35.3,53.7,45.8,49.0,36.2,35.7,66.3,-6.4,0,0.0,2016
974,Murray St.,OVC,29,15,106.8,105.1,0.5455,51.6,52.2,17.8,19.2,28.7,26.2,34.1,40.8,50.1,51.1,36.1,36.1,65.3,-9.0,0,0.0,2016
975,SIU Edwardsville,OVC,28,6,94.6,108.3,0.1733,44.8,51.8,19.7,17.6,32.4,29.3,36.9,43.9,44.4,50.0,30.4,37.2,67.3,-16.7,0,0.0,2016
976,Southeast Missouri St.,OVC,27,3,91.0,108.9,0.1126,44.1,54.0,19.8,18.5,28.5,29.6,35.7,31.9,44.6,55.3,28.8,34.7,71.9,-19.2,0,0.0,2016
977,Tennessee Martin,OVC,33,18,103.3,108.7,0.3569,50.5,50.8,18.2,17.0,29.5,29.4,35.6,30.0,49.8,50.8,34.4,33.8,67.5,-9.0,0,0.0,2016
978,Tennessee St.,OVC,29,18,99.8,100.0,0.4932,50.4,49.5,19.2,21.6,31.4,29.0,41.5,42.7,50.0,45.4,34.1,36.8,68.8,-6.0,0,0.0,2016
979,Tennessee Tech,OVC,29,17,106.6,111.2,0.3807,52.4,50.6,17.8,16.0,27.6,31.9,44.0,32.8,51.3,48.5,35.9,36.4,70.1,-6.0,0,0.0,2016
1020,Arizona St.,P12,32,15,108.3,100.0,0.7131,48.1,52.0,17.1,18.3,31.5,27.8,37.8,38.1,46.6,51.4,33.6,35.4,68.9,-4.2,0,0.0,2016
1021,Stanford,P12,29,14,106.7,99.9,0.68,47.5,52.0,17.5,19.8,30.8,32.1,45.3,39.9,47.4,49.9,31.8,36.9,66.7,-2.6,0,0.0,2016
1022,UCLA,P12,32,15,111.6,99.7,0.7843,50.3,49.7,16.9,16.1,32.8,30.4,32.3,33.9,48.8,47.6,36.3,35.4,70.4,-3.9,0,0.0,2016
1023,Washington,P12,34,19,110.1,98.1,0.7905,48.1,47.9,17.4,20.5,33.4,35.7,41.2,44.6,47.3,47.2,33.1,33.1,78.2,-2.2,0,0.0,2016
1024,Washington St.,P12,30,8,101.1,104.0,0.4185,50.7,49.9,19.7,14.7,23.9,29.6,31.1,37.5,50.3,48.2,34.6,35.9,69.7,-10.4,0,0.0,2016
1060,American,Pat,31,12,91.4,106.8,0.1433,49.0,51.6,22.1,19.2,23.5,30.2,31.7,40.1,47.7,53.7,34.1,31.1,62.2,-14.1,0,0.0,2016
1061,Army,Pat,32,18,98.6,105.2,0.3222,49.7,49.4,18.5,16.4,31.0,26.8,31.7,32.0,49.3,48.2,33.4,34.9,73.3,-9.3,0,0.0,2016
1062,Boston University,Pat,33,18,101.7,107.4,0.3486,52.2,50.0,19.6,17.1,26.5,28.1,37.0,33.9,51.0,50.0,36.1,33.3,70.6,-10.0,0,0.0,2016
1063,Bucknell,Pat,30,16,104.1,105.3,0.4695,52.1,49.5,18.7,17.9,29.7,28.4,43.9,41.3,51.2,47.6,35.8,35.2,72.2,-9.1,0,0.0,2016
1064,Colgate,Pat,29,12,102.5,111.9,0.2685,52.5,53.2,18.4,19.4,26.6,30.6,29.9,41.8,50.3,51.4,37.0,37.5,65.7,-12.3,0,0.0,2016
1065,Lafayette,Pat,30,6,99.0,114.4,0.1606,50.5,52.9,18.2,16.7,22.3,32.9,31.6,35.1,47.9,52.5,36.5,35.7,70.5,-19.4,0,0.0,2016
1066,Lehigh,Pat,31,16,104.1,105.0,0.4747,52.1,51.1,19.3,18.6,29.1,29.3,31.7,28.8,48.5,48.8,39.3,36.4,68.8,-9.6,0,0.0,2016
1067,Loyola MD,Pat,30,9,100.7,111.1,0.2433,47.7,52.0,18.9,17.0,31.4,30.6,38.4,40.9,48.7,50.2,30.4,37.2,68.0,-16.2,0,0.0,2016
1068,Navy,Pat,32,18,98.8,102.2,0.4044,49.5,48.9,19.9,20.3,32.6,27.2,42.8,39.4,50.8,45.9,30.5,35.4,65.7,-10.0,0,0.0,2016
1106,Appalachian St.,SB,31,9,100.8,110.6,0.2554,47.2,51.2,21.0,15.9,33.0,32.3,39.1,39.8,43.1,48.8,35.6,38.6,71.3,-15.2,0,0.0,2016
1107,Arkansas St.,SB,29,9,99.1,107.4,0.2826,45.8,47.1,18.0,14.9,28.0,31.2,40.1,38.0,45.1,43.5,31.5,35.6,73.3,-13.9,0,0.0,2016
1108,Georgia Southern,SB,29,12,103.9,108.0,0.3913,47.5,51.8,16.2,20.0,29.7,34.5,37.7,44.5,45.6,52.5,33.3,33.8,69.5,-11.4,0,0.0,2016
1109,Georgia St.,SB,28,14,99.7,99.8,0.4947,48.5,47.9,18.0,21.2,24.5,31.0,37.5,41.3,47.1,47.0,34.8,32.8,65.4,-8.6,0,0.0,2016
1110,Louisiana Lafayette,SB,32,17,108.9,105.2,0.6003,48.8,49.9,17.5,16.5,37.7,26.4,42.2,35.5,49.9,47.0,31.1,37.8,71.3,-7.5,0,0.0,2016
1111,Louisiana Monroe,SB,32,18,106.9,102.2,0.6266,50.6,47.5,18.2,17.0,31.5,31.6,32.2,33.0,50.0,46.6,34.5,32.7,66.6,-6.3,0,0.0,2016
1112,South Alabama,SB,31,12,95.1,103.1,0.2814,46.1,48.4,20.6,18.0,30.5,32.5,38.3,38.7,45.1,48.4,31.9,32.2,70.6,-12.6,0,0.0,2016
1113,Texas St.,SB,29,13,98.5,102.9,0.3769,46.6,49.6,17.8,20.8,29.8,30.6,37.7,35.6,46.0,47.9,32.1,35.1,64.2,-11.1,0,0.0,2016
1114,Troy,SB,29,8,97.8,106.6,0.2705,45.7,51.1,16.7,17.8,29.4,31.5,37.2,35.8,44.8,49.5,31.5,36.0,69.4,-15.3,0,0.0,2016
1115,UT Arlington,SB,34,23,106.1,98.7,0.6962,49.2,47.0,18.7,20.1,36.3,26.2,34.4,43.3,49.5,44.4,32.5,33.7,73.2,-3.9,0,0.0,2016
1158,East Tennessee St.,SC,34,22,105.4,106.5,0.4713,53.0,50.5,18.1,17.8,28.3,30.6,34.9,39.8,50.4,50.1,38.3,34.1,70.2,-5.1,0,0.0,2016
1159,Furman,SC,33,17,103.0,106.3,0.4094,51.5,50.8,20.5,19.2,32.1,28.8,43.3,38.0,54.2,49.9,31.9,35.0,65.9,-10.1,0,0.0,2016
1160,Mercer,SC,32,16,104.3,107.3,0.4198,49.4,49.3,18.9,16.6,36.1,27.8,31.7,33.5,47.9,45.4,35.2,36.1,64.3,-10.5,0,0.0,2016
1161,Samford,SC,31,11,101.1,108.1,0.3177,50.1,51.4,19.6,20.9,29.4,32.5,44.7,42.9,51.0,48.9,31.9,37.0,68.9,-14.8,0,0.0,2016
1162,The Citadel,SC,29,7,100.9,117.3,0.1504,48.8,57.6,16.9,19.3,26.7,35.8,31.1,44.4,50.1,59.8,31.7,35.2,81.9,-17.8,0,0.0,2016
1163,UNC Greensboro,SC,31,12,101.4,106.3,0.368,51.3,51.9,17.7,17.4,27.1,27.5,28.0,38.5,49.1,49.0,36.3,37.4,68.3,-12.7,0,0.0,2016
1164,VMI,SC,27,6,96.0,110.8,0.1606,47.1,53.0,18.5,18.7,26.3,34.0,27.0,41.4,45.7,51.2,32.5,37.4,69.3,-16.1,0,0.0,2016
1165,Western Carolina,SC,31,13,99.2,104.2,0.3609,48.8,51.0,20.0,20.8,30.4,32.7,38.2,45.0,48.3,49.6,33.0,35.6,70.0,-10.4,0,0.0,2016
1166,Wofford,SC,30,13,104.9,107.5,0.4303,51.7,54.0,18.0,17.6,26.2,25.9,38.4,41.5,45.8,54.3,40.9,35.5,66.2,-10.4,0,0.0,2016
1203,Alabama,SEC,33,18,105.4,96.3,0.7387,49.6,46.6,19.9,18.2,28.3,34.6,40.7,39.1,48.5,45.1,33.9,32.9,65.7,-0.6,0,0.0,2016
1204,Arkansas,SEC,32,16,109.5,99.0,0.7602,49.7,49.8,15.3,19.6,30.9,30.1,37.6,42.9,46.1,47.7,39.7,35.9,71.0,-4.6,0,0.0,2016
1205,Auburn,SEC,31,11,100.4,102.4,0.4438,47.3,50.5,18.9,17.8,27.9,32.3,41.0,40.1,44.3,49.6,34.0,34.8,72.5,-8.3,0,0.0,2016
1206,Florida,SEC,36,21,110.0,93.2,0.8703,48.5,46.7,16.0,18.6,32.9,29.5,39.5,35.7,48.9,44.4,31.9,34.3,69.9,0.1,0,0.0,2016
1207,Georgia,SEC,34,20,108.0,96.4,0.7881,48.1,45.5,19.2,15.6,32.4,29.8,43.5,41.1,44.8,42.8,36.8,33.1,67.9,-0.8,0,0.0,2016
1208,LSU,SEC,33,19,111.8,100.5,0.7743,51.1,51.8,16.2,18.8,29.8,29.9,43.0,33.4,52.0,51.3,32.7,35.0,72.9,-1.8,0,0.0,2016
1209,Mississippi,SEC,32,20,111.0,100.6,0.7556,48.1,49.7,17.1,20.1,34.6,31.1,41.3,40.7,46.5,47.4,33.8,35.5,69.4,-1.4,0,0.0,2016
1210,Mississippi St.,SEC,31,14,108.7,99.1,0.7448,51.7,48.9,18.0,18.5,29.7,32.9,29.5,36.3,52.6,47.5,33.4,34.3,70.2,-6.2,0,0.0,2016
1211,Missouri,SEC,31,10,102.9,102.6,0.5088,47.2,49.0,18.0,16.0,26.8,29.8,39.6,40.8,47.6,48.0,31.0,33.6,68.9,-9.5,0,0.0,2016
1212,South Carolina,SEC,33,24,108.1,95.3,0.809,48.5,47.4,18.9,20.5,37.5,29.5,43.2,38.2,46.6,42.9,35.4,35.8,71.2,1.8,0,0.0,2016
1213,Tennessee,SEC,34,15,110.5,102.0,0.7154,48.0,48.5,15.8,17.3,32.1,34.5,34.1,37.3,47.4,47.1,32.7,34.2,70.0,-5.8,0,0.0,2016
