,TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON,SEED,YEAR
1436,Portland,WCC,31,11,97.5,106.7,0.2613,47.1,51.3,19.2,16.8,24.4,32.7,37.6,30.5,43.2,49.2,37.0,36.3,67.1,-13.3,0,0.0,2017
1437,San Diego,WCC,30,13,98.5,107.5,0.2681,48.2,52.2,18.7,15.1,23.6,25.5,35.5,36.5,45.0,50.9,34.7,36.3,64.7,-10.0,0,0.0,2017
1438,San Francisco,WCC,32,20,102.0,95.2,0.6882,52.3,47.8,18.3,19.4,26.5,27.1,27.2,33.9,52.5,46.4,34.7,33.8,70.5,-4.4,0,0.0,2017
1439,Santa Clara,WCC,32,17,105.8,101.4,0.6211,52.4,51.8,15.9,19.0,18.3,24.5,24.0,35.2,47.9,49.3,38.3,38.0,64.2,-6.9,0,0.0,2017
1460,Rhode Island,A10,35,25,111.1,94.1,0.8717,50.8,45.0,16.4,19.4,32.8,29.7,39.2,45.0,51.2,45.4,33.3,29.5,67.7,0.4,R32,11.0,2017
1463,Duke,ACC,37,28,122.1,95.6,0.9436,54.8,47.4,16.3,17.3,31.7,29.8,39.3,31.2,53.5,48.9,37.9,29.3,69.7,8.6,R32,2.0,2017
1464,Florida St.,ACC,35,26,115.4,95.2,0.9014,53.7,47.9,16.4,19.5,33.8,29.8,38.4,37.3,54.4,45.4,34.7,34.9,72.8,5.9,R32,3.0,2017
1465,Louisville,ACC,34,25,117.6,91.5,0.9469,51.4,45.7,16.0,19.6,36.7,28.5,34.0,38.8,50.5,44.8,35.5,31.6,69.4,6.9,R32,2.0,2017
1466,Notre Dame,ACC,36,26,119.3,96.4,0.9205,53.6,49.1,14.0,18.7,27.3,30.8,28.6,26.7,50.9,48.2,38.4,33.8,68.3,5.9,R32,5.0,2017
1467,Virginia,ACC,34,23,111.8,86.9,0.9477,52.4,46.1,15.6,20.7,28.3,24.5,26.0,33.8,49.7,45.1,38.5,31.7,60.3,5.0,R32,5.0,2017
1472,Cincinnati,Amer,36,30,115.2,92.1,0.9292,52.0,45.2,15.3,20.2,35.5,29.4,32.5,29.1,52.1,41.4,34.5,34.4,65.4,5.6,R32,6.0,2017
1480,Michigan St.,B10,35,20,111.6,94.9,0.8661,54.0,46.7,20.5,15.9,29.2,27.3,33.5,34.7,52.9,44.1,37.3,34.6,68.1,0.4,R32,9.0,2017
1481,Northwestern,B10,36,24,111.2,95.2,0.8564,49.7,46.1,16.0,17.9,30.8,30.6,30.5,36.1,48.8,44.0,34.2,33.3,66.9,2.0,R32,8.0,2017
1489,Iowa St.,B12,35,24,120.0,96.2,0.9265,55.0,49.0,14.1,19.5,25.7,31.6,27.6,25.6,51.8,47.5,40.0,34.6,69.6,6.5,R32,5.0,2017
1499,Villanova,BE,36,32,122.2,92.5,0.9611,57.5,48.1,17.1,20.1,30.2,27.8,35.0,22.1,59.2,49.1,36.9,31.1,65.6,11.1,R32,1.0,2017
1509,Middle Tennessee,CUSA,35,31,111.2,96.6,0.8339,54.1,47.9,15.6,19.8,30.1,23.8,30.0,38.2,53.6,47.1,36.9,32.8,65.8,2.0,R32,12.0,2017
1517,Wichita St.,MVC,35,31,117.2,92.2,0.9403,54.2,43.8,16.2,19.3,34.2,24.2,40.4,35.1,50.7,42.0,40.2,31.2,70.0,4.1,R32,10.0,2017
1522,USC,P12,36,26,113.3,100.6,0.7966,52.2,50.1,15.7,17.9,31.0,31.4,36.8,24.0,51.0,47.2,36.2,36.8,70.1,1.3,R32,11.0,2017
1529,Arkansas,SEC,36,26,114.9,99.8,0.8339,51.4,47.8,16.6,18.5,31.9,34.2,38.1,39.1,50.0,46.7,36.5,33.2,71.0,3.9,R32,8.0,2017
1536,Saint Mary's,WCC,34,29,118.0,93.8,0.9334,57.8,45.3,17.5,15.3,33.1,21.9,27.8,26.6,56.9,45.4,39.4,30.0,61.2,3.9,R32,7.0,2017
1540,Dayton,A10,31,24,111.6,97.0,0.8333,53.6,47.7,16.9,20.9,25.6,27.4,43.4,35.2,51.0,47.2,38.4,32.3,69.6,1.5,R64,7.0,2017
1541,VCU,A10,35,26,108.1,95.9,0.7988,51.0,47.5,17.8,21.0,31.3,27.5,36.4,40.9,51.5,46.0,33.1,33.8,70.1,1.3,R64,10.0,2017
1547,Miami FL,ACC,33,21,110.8,93.1,0.8804,51.0,47.6,19.5,18.3,33.4,28.2,34.3,28.7,49.8,46.6,35.6,33.0,64.6,2.9,R64,8.0,2017
1548,Virginia Tech,ACC,33,22,118.4,102.5,0.8401,56.9,51.0,17.2,16.5,23.4,30.5,40.9,27.3,54.6,49.0,40.3,36.3,70.0,3.3,R64,9.0,2017
1557,Vermont,AE,34,29,110.0,98.2,0.7864,55.3,48.6,17.0,19.6,29.8,27.1,34.3,26.5,55.5,46.9,36.7,34.9,65.8,0.7,R64,13.0,2017
1562,SMU,Amer,35,30,120.0,94.1,0.9426,54.6,46.0,16.9,18.3,37.2,26.4,36.0,24.6,51.0,44.1,40.6,32.1,64.8,6.4,R64,6.0,2017
1566,Florida Gulf Coast,ASun,31,26,107.8,103.4,0.6169,53.9,49.3,17.9,17.4,33.8,29.6,33.8,35.9,55.4,51.0,33.7,31.0,67.2,-1.7,R64,14.0,2017
1573,Maryland,B10,32,24,113.4,97.9,0.8448,52.4,47.5,19.0,18.0,30.4,32.3,38.5,32.6,51.0,45.6,36.3,34.2,68.6,3.7,R64,6.0,2017
1574,Minnesota,B10,34,24,109.3,92.9,0.8665,48.7,45.1,16.1,17.6,29.7,30.2,39.6,29.2,47.5,44.5,34.3,30.9,70.9,3.7,R64,5.0,2017
1584,Kansas St.,B12,35,21,112.2,94.2,0.8818,52.7,49.6,19.1,22.1,29.5,32.3,41.1,33.4,51.8,45.5,36.2,38.2,67.2,1.7,R64,11.0,2017
1585,Oklahoma St.,B12,32,20,126.8,102.3,0.9221,54.0,53.2,18.2,20.3,38.3,31.9,37.4,45.4,50.4,52.4,40.3,36.4,72.9,3.3,R64,10.0,2017
1594,Creighton,BE,34,25,114.5,95.2,0.8931,57.6,49.9,17.1,19.3,24.2,29.6,27.9,29.3,56.4,50.2,39.8,33.0,72.7,4.3,R64,6.0,2017
1595,Marquette,BE,32,19,121.8,101.8,0.8881,57.5,52.2,17.3,18.3,27.1,29.2,31.0,35.7,52.7,50.6,42.9,36.8,71.5,0.6,R64,10.0,2017
1596,Seton Hall,BE,33,21,108.9,95.6,0.8178,49.9,49.0,19.5,17.5,35.7,25.4,37.6,36.1,49.6,48.0,33.8,34.1,68.9,2.7,R64,9.0,2017
1603,North Dakota,BSky,29,22,103.1,102.7,0.5112,53.4,50.7,18.3,19.6,26.0,27.8,36.1,39.7,51.4,50.0,38.7,34.8,72.5,-5.3,R64,15.0,2017
1608,Winthrop,BSth,31,26,105.3,101.3,0.6106,53.5,46.7,17.8,18.6,26.3,28.4,38.2,34.5,50.9,45.9,37.9,32.1,72.3,-1.8,R64,13.0,2017
1612,UC Davis,BW,34,23,97.4,100.8,0.4033,48.4,48.7,20.3,19.6,29.1,28.3,40.8,33.1,46.9,48.5,34.5,32.6,70.3,-7.5,R64,16.0,2017
1616,UNC Wilmington,CAA,33,29,117.7,105.0,0.7881,55.0,53.2,13.9,20.1,32.5,28.5,30.8,39.6,55.7,54.2,36.1,34.0,71.5,1.5,R64,12.0,2017
1622,Northern Kentucky,Horz,33,24,105.5,104.1,0.537,52.4,49.7,18.8,17.0,31.2,26.4,36.5,30.5,51.6,50.2,35.7,32.4,69.3,-4.9,R64,15.0,2017
1626,Princeton,Ivy,29,23,107.6,95.4,0.7989,53.2,48.7,15.2,20.2,24.1,24.7,24.4,32.0,50.5,46.9,37.6,34.5,64.2,-0.4,R64,12.0,2017
1630,Iona,MAAC,35,22,109.3,106.0,0.5879,53.4,50.0,16.5,18.0,27.0,32.1,31.0,33.4,49.3,47.7,39.7,36.1,71.7,-5.8,R64,14.0,2017
1635,Kent St.,MAC,35,22,104.1,102.9,0.5322,48.2,50.1,17.9,19.0,38.1,29.8,32.5,34.3,48.5,48.5,31.7,35.3,69.5,-7.2,R64,14.0,2017
1641,Nevada,MWC,35,28,113.7,100.7,0.8021,52.5,48.3,15.5,15.9,30.4,26.3,41.3,28.2,49.2,49.3,38.2,31.0,71.0,1.7,R64,12.0,2017
1646,Mount St. Mary's,NEC,36,20,98.9,101.8,0.4155,51.0,49.9,19.2,21.7,23.1,34.8,32.4,32.6,49.4,49.5,35.8,34.1,68.3,-7.9,R64,16.0,2017
1650,Jacksonville St.,OVC,33,20,104.4,104.2,0.5054,52.6,49.4,20.7,16.6,31.2,28.5,33.4,34.4,50.8,45.1,37.2,37.8,65.0,-8.0,R64,15.0,2017
1662,Bucknell,Pat,35,26,108.3,99.1,0.7352,55.3,48.0,18.9,19.7,26.8,27.9,37.2,33.1,54.3,46.5,37.9,34.2,71.4,-2.1,R64,13.0,2017
1665,Troy,SB,35,22,108.8,106.6,0.5596,51.6,50.1,17.8,17.6,30.8,29.8,40.1,32.8,50.9,49.5,35.1,34.1,69.4,-8.1,R64,15.0,2017
1670,East Tennessee St.,SC,33,27,107.3,97.1,0.7595,55.8,48.7,20.8,22.0,30.1,27.4,42.8,38.2,55.0,45.7,38.2,35.4,71.5,-0.7,R64,13.0,2017
1675,Vanderbilt,SEC,35,19,112.5,93.8,0.8898,52.1,48.1,18.2,16.1,24.8,27.0,34.8,30.7,48.1,46.8,37.6,33.8,67.0,0.1,R64,9.0,2017
1685,South Dakota St.,Sum,33,18,108.2,109.7,0.4612,53.2,53.8,18.4,16.2,27.1,28.9,39.9,27.1,52.7,52.4,35.8,36.9,68.5,-9.8,R64,16.0,2017
1689,Texas Southern,SWAC,35,23,100.6,106.5,0.3437,48.1,49.1,16.6,19.2,31.7,34.9,44.3,32.3,50.0,49.3,29.6,32.5,70.0,-4.4,R64,16.0,2017
1693,New Mexico St.,WAC,31,28,109.4,102.5,0.6783,52.7,47.9,19.5,19.1,35.6,28.5,43.3,35.2,54.2,49.1,33.5,30.3,69.1,-0.2,R64,14.0,2017
1697,Wake Forest,ACC,33,19,122.4,102.6,0.8831,54.1,52.7,16.4,16.2,30.7,27.7,40.7,38.0,52.1,52.1,38.5,35.8,72.0,1.3,R68,11.0,2017
1701,Providence,BE,33,20,108.3,94.5,0.8278,51.4,49.6,18.4,20.3,26.4,28.6,38.1,30.5,49.1,49.9,37.1,32.8,67.6,0.6,R68,11.0,2017
1704,North Carolina Central,MEAC,31,25,101.4,101.3,0.5043,51.3,45.3,17.8,19.8,31.6,31.2,34.2,28.0,52.7,46.1,32.7,29.2,68.0,-5.1,R68,16.0,2017
1713,New Orleans,Slnd,29,20,99.6,101.2,0.4538,50.2,50.3,23.7,22.4,36.1,32.6,42.8,34.7,51.6,51.8,30.7,31.9,67.7,-6.3,R68,16.0,2017
1730,Michigan,B10,38,26,123.3,97.6,0.9366,57.0,51.9,14.2,19.5,24.7,30.0,30.1,27.2,56.3,50.0,38.5,37.8,64.0,3.8,S16,7.0,2017
1731,Purdue,B10,35,27,116.6,93.1,0.9297,55.7,47.7,18.3,16.6,30.8,24.4,33.3,22.9,52.7,46.6,40.3,33.2,70.4,5.6,S16,4.0,2017
1732,Wisconsin,B10,37,27,114.5,92.0,0.9255,52.1,47.5,17.0,19.5,35.9,25.9,32.9,28.0,51.1,43.1,35.9,37.6,64.4,5.1,S16,8.0,2017
1738,Baylor,B12,34,27,116.4,93.9,0.9226,52.5,46.1,20.6,17.1,39.8,29.4,33.9,30.1,52.2,45.0,35.3,32.2,65.1,7.9,S16,3.0,2017
1739,West Virginia,B12,37,28,115.4,89.3,0.9498,51.3,48.8,17.0,27.6,37.9,31.9,38.9,42.5,49.8,46.5,36.2,35.3,72.2,6.4,S16,4.0,2017
1742,Butler,BE,34,25,117.7,96.9,0.9038,54.6,50.8,15.0,19.6,27.2,27.0,37.1,37.0,54.5,51.3,36.6,33.3,67.2,5.5,S16,4.0,2017
1747,Arizona,P12,37,32,117.6,95.6,0.9157,53.7,47.7,16.6,17.4,33.2,26.0,40.5,28.6,51.5,48.4,39.0,31.0,67.1,7.9,S16,2.0,2017
1748,UCLA,P12,36,31,122.8,99.6,0.9175,59.8,48.7,15.1,15.8,29.1,28.6,26.8,25.4,59.1,45.3,40.6,36.5,74.6,6.6,S16,3.0,2017
